"","X","ENS","PreB_shPhf23_1_count","PreB_shPhf23_2_count","PreB_shPhf23_3_count","PreB_shRen_1_count","PreB_shRen_2_count","PreB_shRen_3_count","PreB_shPhf23_1_TPM","PreB_shPhf23_2_TPM","PreB_shPhf23_3_TPM","PreB_shRen_1_TPM","PreB_shRen_2_TPM","PreB_shRen_3_TPM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","cluster"
"20835",20835,"ENSMUSG00000037111",2282,2456,2492,2246,2296,2204,1.219902355,1.337784455,1.322331844,1.178747809,1.227386418,1.384005504,2253.153068,0.073934532,0.066437424,1.112844661,0.265775151,0.673427907,"Setd7",73251,"only_PHF23_RNA"
"17616",17616,"ENSMUSG00000027806",1129,1125,1139,1102,1144,1076,0.384578612,0.390473946,0.385121619,0.3685314,0.38968816,0.43054669,1115.126584,0.005285783,0.071829919,0.07358748,0.941338634,0.986742756,"Tsc22d2",72033,"only_PHF23_RNA"
"19953",19953,"ENSMUSG00000036432",477,501,472,520,493,368,0.898757684,0.961856571,0.882773373,0.961898612,0.928904692,0.814495808,485.8879385,0.053369536,0.097478117,0.54750274,0.584033389,0.872122389,"Siah2",20439,"only_PHF23_RNA"
"10386",10386,"ENSMUSG00000027829",2294,1983,2229,2098,2323,2410,0.900461887,0.793127466,0.868490315,0.808498323,0.911845233,1.111234618,2079.77609,-0.102100538,0.086293578,-1.183176556,0.236739182,0.648415126,"Ccnl1",56706,"only_PHF23_RNA"
"4005",4005,"ENSMUSG00000061175",37,42,37,66,92,55,0.014646866,0.016941062,0.014538771,0.025650075,0.036419234,0.025575402,45.88350692,-0.891841802,0.255988156,-3.483918224,0.00049413,0.016566068,"Fnip2",329679,"only_PHF23_RNA"
"21195",21195,"ENSMUSG00000027804",3381,3235,3536,3069,3180,3154,3.038281233,2.962139029,3.154118791,2.707580676,2.857655818,3.329364059,3207.291457,0.082293625,0.064853314,1.268919358,0.204469827,0.613369684,"Ppid",67738,"only_PHF23_RNA"
"12451",12451,"ENSMUSG00000027809",721,719,731,784,768,658,0.413742711,0.420409319,0.416385366,0.441685224,0.440713456,0.443545097,714.8227529,-0.047250151,0.072180995,-0.654606538,0.512721113,0.836664031,"Etfdh",66841,"only_PHF23_RNA"
"22309",22309,"ENSMUSG00000028086",732,734,696,710,626,632,0.374153461,0.382281339,0.353126991,0.356285995,0.319972768,0.379465731,667.5334119,0.111033832,0.079986345,1.388159835,0.16508838,0.562608865,"Fbxw7",50754,"only_PHF23_RNA"
"22795",22795,"ENSMUSG00000028080",652,635,551,603,595,466,0.181015639,0.179634844,0.151845907,0.164356745,0.165190652,0.151974673,530.1707409,0.124999381,0.090701275,1.378143595,0.168158958,0.56684782,"Lrba",80877,"only_PHF23_RNA"
"22831",22831,"ENSMUSG00000004895",1740,1614,1580,1615,1592,1256,5.102819206,4.822950634,4.599398182,4.649809677,4.668786308,4.326805472,1593.987894,0.126079094,0.069808676,1.806066252,0.070907992,0.388116046,"Prcc",94315,"only_PHF23_RNA"
"25438",25438,"ENSMUSG00000004897",17837,18151,19865,16260,16219,13410,24.35629787,25.25447672,26.92532926,21.79775279,22.14693027,21.50973401,17072.59955,0.263132703,0.054553556,4.823383177,1.41e-06,0.000149455,"Hdgf",15191,"only_PHF23_RNA"
"11043",11043,"ENSMUSG00000004896",415,415,453,435,456,443,0.140439337,0.143099173,0.152167485,0.144521229,0.154314066,0.176100746,424.5190419,-0.082451253,0.097952387,-0.841748273,0.399928872,0.779088733,"Rrnad1",229503,"only_PHF23_RNA"
"12511",12511,"ENSMUSG00000028066",1696,1813,1901,1949,2007,1557,1.718513458,1.871859495,1.912018964,1.938834084,2.03364181,1.85324356,1921.041248,-0.045770528,0.071825246,-0.637248467,0.523963012,0.842684564,"Pmf1",67037,"only_PHF23_RNA"
"4723",4723,"ENSMUSG00000028063",41,45,42,67,86,49,0.024584194,0.027493687,0.02499795,0.039441065,0.051566845,0.034513181,54.94144711,-0.672615758,0.236440552,-2.844756337,0.004444541,0.079750683,"Lmna",16905,"only_PHF23_RNA"
"22146",22146,"ENSMUSG00000028059",2131,2015,2081,1954,2073,1675,0.602059557,0.580068669,0.583594344,0.541978778,0.58567314,0.555888403,2004.788487,0.106278552,0.053955465,1.969745821,0.048867509,0.3220412,"Arhgef2",16800,"only_PHF23_RNA"
"18595",18595,"ENSMUSG00000028053",2245,2232,2258,2054,2157,2273,0.780758014,0.790938378,0.779483689,0.701297453,0.750153691,0.928573614,2172.147057,0.024253723,0.078622292,0.308484054,0.757714032,0.937026009,"Ash1l",192195,"only_PHF23_RNA"
"26028",26028,"ENSMUSG00000059743",349,315,336,282,283,224,0.35943101,0.330559028,0.343488643,0.285128705,0.291458383,0.27099104,302.2299525,0.321497563,0.105337901,3.052059719,0.002272769,0.049102111,"Fdps",110196,"only_PHF23_RNA"
"9395",9395,"ENSMUSG00000028042",288,292,278,320,343,268,0.250399007,0.258685043,0.239920799,0.273144091,0.298218262,0.273710656,289.2666251,-0.137909985,0.104992637,-1.313520532,0.189007607,0.592962936,"Zbtb7b",22724,"only_PHF23_RNA"
"20061",20061,"ENSMUSG00000042626",2140,1885,1974,2006,2038,1647,1.203240264,1.079936676,1.101713625,1.107315117,1.14588956,1.087799813,2027.904793,0.055816478,0.063412084,0.880218323,0.378741049,0.764523883,"Shc1",20416,"only_PHF23_RNA"
"17942",17942,"ENSMUSG00000042572",3367,3120,3551,3574,3592,2676,2.731784296,2.579325994,2.859808477,2.846817016,2.914335964,2.550387637,3157.711567,0.011341539,0.067005319,0.169263264,0.86558957,0.964928743,"Ube2q1",70093,"only_PHF23_RNA"
"19569",19569,"ENSMUSG00000042520",9784,9102,9406,10071,9249,7741,2.196214993,2.081821994,2.095783282,2.219385382,2.076123515,2.041137554,9132.535372,0.044865366,0.061131745,0.733912729,0.463001929,0.813097368,"Ubap2l",74383,"only_PHF23_RNA"
"18232",18232,"ENSMUSG00000027940",16815,15655,15912,17377,16147,13639,8.106760998,7.690453009,7.614795718,8.224831625,7.784708286,7.724134452,15231.25996,0.017043725,0.054948604,0.310175759,0.756427303,0.936855516,"Tpm3",59069,"only_PHF23_RNA"
"7960",7960,"ENSMUSG00000042404",964,921,867,1010,1177,952,0.567904979,0.552849124,0.50699156,0.584146439,0.693386059,0.658798177,1046.934658,-0.211476234,0.074540439,-2.837067197,0.004553003,0.081271812,"Dennd4b",229541,"only_PHF23_RNA"
"4605",4605,"ENSMUSG00000044080",15,23,15,44,22,20,0.073632084,0.115040835,0.073088674,0.212046071,0.107993724,0.115324778,21.48311024,-0.711059875,0.392898948,-1.809778008,0.07033022,0.386309506,"S100a1",20193,"only_PHF23_RNA"
"20573",20573,"ENSMUSG00000005779",3196,2436,2426,2793,2631,2162,6.124979025,4.756893981,4.614999102,5.254972989,5.042183922,4.867100594,2660.981863,0.067682918,0.087648677,0.772206955,0.439991863,0.799536061,"Psmb4",19172,"only_PHF23_RNA"
"21629",21629,"ENSMUSG00000019338",749,769,738,706,732,644,0.222840795,0.233124316,0.217947671,0.206214547,0.217782993,0.22506893,760.756717,0.093092128,0.077763362,1.197120658,0.231259529,0.643299696,"Zfp687",78266,"only_PHF23_RNA"
"22897",22897,"ENSMUSG00000053769",234,219,222,218,217,174,0.601679318,0.573775095,0.566611245,0.55031004,0.557967572,0.52555149,210.4218975,0.127970788,0.119257557,1.073062298,0.283243166,0.688013773,"Lysmd1",217779,"only_PHF23_RNA"
"7682",7682,"ENSMUSG00000097167",15,11,6,14,12,11,0.096584345,0.072169969,0.038348618,0.0885004,0.077267476,0.083200313,11.70540571,-0.230522564,0.492803497,-0.467777858,0.639943456,0.895251621,"Gm16740",100504029,"only_PHF23_RNA"
"11176",11176,"ENSMUSG00000015714",2826,2510,2552,3040,2871,2314,2.434006576,2.202782737,2.181791517,2.570543102,2.472764642,2.341152704,2667.15628,-0.079024776,0.065984888,-1.197619304,0.231065257,0.643299696,"Cers2",76893,"only_PHF23_RNA"
"20045",20045,"ENSMUSG00000015697",2615,2520,2502,2504,2489,2240,1.313076473,1.2893393,1.247063652,1.23439561,1.249807779,1.321244349,2454.975759,0.055245365,0.049843903,1.108367559,0.26770311,0.674741418,"Setdb1",84505,"only_PHF23_RNA"
"12779",12779,"ENSMUSG00000038612",4952,4706,4775,5049,5235,4344,7.567711127,7.32797849,7.24336341,7.575145827,8.000195426,7.798130956,4783.09109,-0.040440937,0.046252019,-0.874360464,0.381921981,0.765987333,"Mcl1",17210,"only_PHF23_RNA"
"19760",19760,"ENSMUSG00000028106",1847,1915,2031,1846,1959,1705,0.822861058,0.869314144,0.898157554,0.807407963,0.872758426,0.892279253,1850.30523,0.049130009,0.057764093,0.850528521,0.39503131,0.776365483,"Rprd2",75137,"only_PHF23_RNA"
"21453",21453,"ENSMUSG00000015749",12194,12405,12085,11795,11874,10313,7.613541088,7.891973656,7.48979876,7.230031136,7.413743388,7.563839774,10866.22934,0.088422414,0.041510157,2.130139231,0.03316012,0.259002755,"Anp32e",66471,"only_PHF23_RNA"
"25549",25549,"ENSMUSG00000015745",1503,1564,1513,1296,1413,1032,2.404347791,2.549314465,2.402482459,2.035377771,2.26037487,1.93925448,1402.857615,0.274416737,0.068683655,3.995371762,6.46e-05,0.003430418,"Plekho1",67220,"only_PHF23_RNA"
"20363",20363,"ENSMUSG00000038495",1100,1124,1193,1037,1217,968,0.648707269,0.675415066,0.69836025,0.600394289,0.717706133,0.670576353,1118.638557,0.063216727,0.070995203,0.890436605,0.373231494,0.76137627,"Otud7b",229603,"only_PHF23_RNA"
"24459",24459,"ENSMUSG00000015943",209,247,243,223,213,167,0.837584134,1.008619737,0.966654816,0.877382032,0.853614453,0.786168113,231.7517345,0.193999435,0.122195471,1.587615594,0.11237329,0.476198471,"Bola1",69168,"only_PHF23_RNA"
"27771",27771,"ENSMUSG00000068855",11,7,5,7,8,0,0.130215509,0.084433817,0.05875205,0.081352291,0.094702188,0,6.674969873,0.624272418,0.708108967,0.881605018,0.377990441,NA,"Hist2h2ac",319176,"only_PHF23_RNA"
"33944",33944,"ENSMUSG00000046317",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"BC107364",329716,"only_PHF23_RNA"
"44238",44238,"ENSMUSG00000098381",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Mir7225",102466229,"only_PHF23_RNA"
"24718",24718,"ENSMUSG00000053398",10583,10817,9990,9747,9707,7385,20.64822882,21.50449217,19.34739443,18.67010203,18.93908695,16.92549214,10139.55824,0.209740549,0.060432766,3.470642867,0.000519214,0.017161075,"Phgdh",236539,"only_PHF23_RNA"
"43109",43109,"ENSMUSG00000095388",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm10681",100043456,"only_PHF23_RNA"
"17784",17784,"ENSMUSG00000027865",506,431,497,487,529,391,0.457513951,0.397081312,0.44605992,0.432299271,0.47831004,0.415286085,463.7240161,0.008084938,0.093643563,0.086337361,0.93119824,0.984051915,"Gdap2",14547,"only_PHF23_RNA"
"19372",19372,"ENSMUSG00000008763",2579,2619,2768,2646,2597,2374,1.535635651,1.588988286,1.636009868,1.546779476,1.546353542,1.660482704,2495.333575,0.040918898,0.051981134,0.787187479,0.431172126,0.795359299,"Man1a2",17156,"only_PHF23_RNA"
"18636",18636,"ENSMUSG00000033161",7338,6888,6662,7774,6743,5746,8.537157971,8.165393182,7.693487061,8.87936408,7.84492453,7.85268234,7039.192044,0.025149667,0.068518827,0.367047537,0.713583559,0.925823758,"Atp1a1",11928,"only_PHF23_RNA"
"18247",18247,"ENSMUSG00000033014",2192,2135,2263,2084,2354,1971,0.851948971,0.845511007,0.873052934,0.795192847,0.914912353,0.899863124,2054.632539,0.017362756,0.059970988,0.289519255,0.772184047,0.941475551,"Trim33",94093,"only_PHF23_RNA"
"15704",15704,"ENSMUSG00000008730",5629,5464,5332,5554,5734,4893,2.009750607,1.987787539,1.889661652,1.946787336,2.047239293,2.052120852,5423.284784,-0.000227047,0.045884781,-0.004948195,0.996051928,0.998762559,"Hipk1",15257,"only_PHF23_RNA"
"12369",12369,"ENSMUSG00000027845",678,686,712,734,728,652,0.220518094,0.227345836,0.229867472,0.234375555,0.23678049,0.249102984,688.6422071,-0.049133521,0.076784859,-0.639885542,0.522247014,0.841896934,"Dclre1b",140917,"only_PHF23_RNA"
"21404",21404,"ENSMUSG00000044098",872,970,955,787,929,869,0.390152641,0.44221977,0.424135308,0.345696129,0.415655738,0.456724849,868.699756,0.087027541,0.086968427,1.000679712,0.316981679,0.718961221,"Rsbn1",229675,"only_PHF23_RNA"
"8699",8699,"ENSMUSG00000052539",183,242,258,253,268,235,0.092592679,0.124763997,0.1295771,0.125674683,0.135600207,0.139672279,234.0185661,-0.169413942,0.128071411,-1.322808435,0.185899091,0.588779542,"Magi3",99470,"only_PHF23_RNA"
"22419",22419,"ENSMUSG00000032902",6198,6256,6849,6181,5880,5479,8.620124415,8.865578005,9.455230434,8.439610872,8.177852785,8.951175255,5924.571483,0.113853239,0.053396209,2.132234473,0.032987576,0.258387615,"Slc16a1",20501,"only_PHF23_RNA"
"9727",9727,"ENSMUSG00000070372",7330,6920,7574,8394,7736,7273,10.62167083,10.21746859,10.89424539,11.94151822,11.20999257,12.37996021,7189.849832,-0.125040361,0.051527884,-2.426654306,0.015238768,0.172050607,"Capza1",12340,"only_PHF23_RNA"
"12959",12959,"ENSMUSG00000027905",1557,1567,1530,1637,1593,1467,1.548858271,1.588328821,1.510766989,1.598723885,1.584670023,1.714233501,1461.061607,-0.03669407,0.057715678,-0.635773009,0.524924382,0.843438821,"Ddx20",53975,"only_PHF23_RNA"
"18562",18562,"ENSMUSG00000000563",4364,4251,4498,4462,4410,3830,4.168718618,4.137683792,4.265012224,4.184553485,4.212660198,4.297673432,4359.74753,0.023799243,0.044781479,0.53145282,0.595105027,0.877993604,"Atp5f1",11950,"only_PHF23_RNA"
"6857",6857,"ENSMUSG00000027901",65,77,89,84,103,94,0.047463434,0.057290799,0.064508775,0.060218066,0.075211287,0.080628847,77.7226695,-0.308750673,0.208650885,-1.479747729,0.138940583,0.519110812,"Dennd2d",72121,"only_PHF23_RNA"
"10974",10974,"ENSMUSG00000027900",189,172,173,170,197,189,0.175504056,0.162742938,0.159460986,0.154980119,0.182932799,0.206159786,180.0723794,-0.084391412,0.131398167,-0.642257152,0.52070623,0.841231369,"Dram2",67171,"only_PHF23_RNA"
"22340",22340,"ENSMUSG00000027889",2085,2011,2041,1985,1839,1761,0.955588868,0.939129421,0.928519474,0.893155858,0.842843131,0.948071685,2038.917587,0.111693059,0.057159511,1.954059025,0.050694237,0.328278197,"Ampd2",109674,"only_PHF23_RNA"
"22549",22549,"ENSMUSG00000068749",2526,2457,2360,2278,2255,2119,10.10341281,10.0135544,9.369787554,8.945202754,9.01947581,9.955945402,2253.950601,0.117931166,0.067014242,1.759792592,0.07844298,0.407171921,"Psma5",26442,"only_PHF23_RNA"
"15023",15023,"ENSMUSG00000027881",4284,4475,4530,4164,4705,4309,1.688702062,1.797400939,1.772493954,1.611446938,1.854655275,1.995247904,4069.525131,-0.014030278,0.062668197,-0.223881956,0.822849157,0.955469738,"Prpf38b",66921,"only_PHF23_RNA"
"9585",9585,"ENSMUSG00000033502",534,520,520,642,571,486,0.198473189,0.196930185,0.191843427,0.234259567,0.212225077,0.212184501,531.5962823,-0.130459094,0.084505988,-1.543785202,0.122640378,0.491191463,"Cdc14a",229776,"only_PHF23_RNA"
"7413",7413,"ENSMUSG00000033400",292,297,318,385,341,335,0.075860874,0.078621222,0.0820059,0.098196822,0.088590952,0.102234292,326.8154358,-0.250363306,0.103195644,-2.426103442,0.015261919,0.172050607,"Agl",77559,"only_PHF23_RNA"
"12824",12824,"ENSMUSG00000028134",1137,984,823,884,969,1101,0.47758207,0.421144371,0.343139231,0.364536929,0.407015854,0.543239906,963.0011668,-0.039534246,0.170475089,-0.231906295,0.816610795,0.953648415,"Ptbp2",56195,"only_PHF23_RNA"
"9334",9334,"ENSMUSG00000039234",244,309,280,287,321,295,0.128582887,0.165920551,0.146465173,0.148483078,0.169160274,0.182613198,290.704664,-0.140766327,0.117605066,-1.19694101,0.231329548,0.643299696,"Sec24d",69608,"only_PHF23_RNA"
"11760",11760,"ENSMUSG00000028018",1016,893,969,1115,987,861,0.639874414,0.573060994,0.605770058,0.689410068,0.621610282,0.636972945,930.5552378,-0.063017276,0.075143281,-0.838628218,0.401677971,0.78000973,"Gstcd",67553,"only_PHF23_RNA"
"17338",17338,"ENSMUSG00000028163",3076,2813,2874,3079,3107,2458,0.980516574,0.913664379,0.909365264,0.963562776,0.990398243,0.920380236,2939.955117,0.000604554,0.056763046,0.010650478,0.991502309,0.997088949,"Nfkb1",18033,"only_PHF23_RNA"
"9707",9707,"ENSMUSG00000053897",147,160,154,172,181,143,0.061652886,0.068376114,0.064112068,0.070821683,0.075912737,0.070451284,157.2711192,-0.12571608,0.143275708,-0.877441695,0.380246774,0.765671225,"Slc39a8",67547,"only_PHF23_RNA"
"20909",20909,"ENSMUSG00000037894",9825,9368,9637,10552,8638,7796,14.39295219,13.98339285,14.01335654,15.17587789,12.65407847,13.41547183,8686.080121,0.075264021,0.069175033,1.088022903,0.276584997,0.683098316,"H2afz",51788,"only_PHF23_RNA"
"22768",22768,"ENSMUSG00000028152",620,644,632,628,601,487,0.294596541,0.311795738,0.298082186,0.292952572,0.285568583,0.271820191,590.5259015,0.12421665,0.080487189,1.543309582,0.12275568,0.49130913,"Tspan5",56224,"only_PHF23_RNA"
"19706",19706,"ENSMUSG00000028149",1814,1735,1769,1789,1718,1556,0.729968951,0.711401763,0.706606986,0.706771718,0.691337738,0.735518322,1649.24492,0.047898075,0.058861065,0.813748018,0.41578932,0.787941082,"Rap1gds1",229877,"only_PHF23_RNA"
"9405",9405,"ENSMUSG00000028273",704,669,627,770,690,702,0.342142124,0.331290024,0.302471471,0.367389154,0.335338161,0.400763165,683.7648836,-0.13764885,0.082752869,-1.663372545,0.096237885,0.444978839,"Pdlim5",56376,"only_PHF23_RNA"
"9986",9986,"ENSMUSG00000037062",2322,2165,2278,2460,2556,2200,1.233891687,1.172252255,1.201576793,1.283369303,1.358237361,1.373264842,2190.205524,-0.115719145,0.052510163,-2.203747589,0.0275421,0.234819677,"Sh3glb1",54673,"only_PHF23_RNA"
"10761",10761,"ENSMUSG00000036873",255,303,288,277,313,295,0.294666562,0.356764519,0.330343794,0.314247739,0.36168876,0.400432657,267.2400825,-0.090501732,0.11914354,-0.759602509,0.447492219,0.804053269,"2410004B18Rik",66421,"only_PHF23_RNA"
"21894",21894,"ENSMUSG00000068523",1442,1414,1589,1416,1511,1164,2.561742027,2.559575211,2.802057346,2.469648261,2.684321916,2.429069331,1344.105528,0.100124412,0.065978125,1.517539531,0.129130521,0.504107496,"Gng5",14707,"only_PHF23_RNA"
"9515",9515,"ENSMUSG00000005034",2931,2923,2808,3242,3282,2832,1.146919295,1.165451511,1.090679457,1.245465691,1.28426787,1.301748504,3004.044217,-0.133020457,0.052778881,-2.520334909,0.011724322,0.148319523,"Prkacb",18749,"only_PHF23_RNA"
"18048",18048,"ENSMUSG00000028034",8351,8595,9511,8784,8538,8399,1.629291256,1.708655376,1.841914276,1.682496957,1.665775206,1.924884264,8449.78918,0.013569563,0.067312603,0.201590222,0.84023709,0.958923926,"Fubp1",51886,"only_PHF23_RNA"
"19037",19037,"ENSMUSG00000039068",2286,2226,2307,2181,2262,2104,0.791217216,0.785042223,0.792592733,0.741100122,0.782910473,0.855425191,2189.798494,0.033610119,0.055929536,0.600936853,0.547882046,0.855563825,"Zzz3",108946,"only_PHF23_RNA"
"21198",21198,"ENSMUSG00000042228",3884,3653,3691,3622,3711,3116,3.406741877,3.264810911,3.213564656,3.118962628,3.25499977,3.210511682,3556.46747,0.08238976,0.051722985,1.592904199,0.111181684,0.474160855,"Lyn",17096,"only_PHF23_RNA"
"18207",18207,"ENSMUSG00000028245",1267,1232,1197,1213,1252,1130,0.515410965,0.510665008,0.483341604,0.484439511,0.50930902,0.539973293,1255.47143,0.016407908,0.062104133,0.264199937,0.79162586,0.9459146,"Nsmaf",18201,"only_PHF23_RNA"
"18027",18027,"ENSMUSG00000047187",1477,1390,1517,1624,1376,1278,4.262486452,4.087386157,4.345613388,4.601190966,3.971009721,4.332416167,1346.230979,0.013057018,0.071710145,0.182080492,0.855519558,0.962418652,"Rab2a",59021,"only_PHF23_RNA"
"8352",8352,"ENSMUSG00000028211",3579,3101,3703,3713,4211,3695,1.765307982,1.558507533,1.81299033,1.797982469,2.077036019,2.140868671,3576.40814,-0.187890803,0.074440077,-2.524054372,0.011600998,0.147692237,"Trp53inp1",60599,"only_PHF23_RNA"
"12943",12943,"ENSMUSG00000085037",58,55,61,53,72,51,0.092806668,0.089673109,0.096886666,0.083258536,0.115208277,0.095860162,59.68943842,-0.037100204,0.224861127,-0.164991629,0.868950571,0.96612202,"4933421O10Rik",100504166,"only_PHF23_RNA"
"10605",10605,"ENSMUSG00000028410",5257,4874,5402,5323,5859,5129,2.187831202,2.066853586,2.231584846,2.174873582,2.438368463,2.507409872,5013.337178,-0.095044598,0.057027556,-1.666643372,0.095585339,0.443994289,"Dnaja1",15502,"only_PHF23_RNA"
"20684",20684,"ENSMUSG00000028409",2555,2288,2497,2408,2536,1955,3.463480719,3.160284951,3.359877174,3.204646054,3.437724894,3.11304522,2318.068955,0.070147932,0.059239091,1.184149368,0.236353941,0.648205066,"Smu1",74255,"only_PHF23_RNA"
"22775",22775,"ENSMUSG00000028413",3917,3740,3746,3646,3765,2917,5.694768703,5.540417258,5.40596563,5.204043278,5.473782019,4.981679057,3624.482645,0.124481961,0.061440397,2.026060487,0.042758587,0.296835611,"B4galt1",14595,"only_PHF23_RNA"
"25040",25040,"ENSMUSG00000036241",1823,1932,1941,1798,1647,1351,2.154711179,2.326793658,2.277251101,2.086381873,1.946686403,1.87574822,1752.940438,0.229401658,0.068773807,3.335596337,0.000851167,0.024375478,"Ube2r2",67615,"only_PHF23_RNA"
"10272",10272,"ENSMUSG00000028436",981,941,1024,1086,1050,981,1.754411693,1.7147487,1.81779729,1.906751287,1.87781068,2.06085915,985.2922206,-0.105595915,0.067975517,-1.553440412,0.120317955,0.488089069,"Dcaf12",68970,"only_PHF23_RNA"
"5479",5479,"ENSMUSG00000028463",17,20,21,28,27,26,0.020800222,0.024934313,0.025504766,0.033634022,0.033035647,0.037368804,24.93432692,-0.50588491,0.339454928,-1.490285953,0.136149064,0.512398406,"Car9",230099,"only_PHF23_RNA"
"9067",9067,"ENSMUSG00000028466",159,176,157,181,188,169,0.210619134,0.237553657,0.206435004,0.235386196,0.249033945,0.262968786,171.7017375,-0.151817418,0.131587079,-1.153741078,0.248606338,0.656786147,"Creb3",12913,"only_PHF23_RNA"
"12331",12331,"ENSMUSG00000028478",2811,2955,3125,3006,3522,2563,4.766807262,5.105903295,5.260169727,5.00446251,5.972499174,5.105427938,2962.895151,-0.050013127,0.071745584,-0.697089977,0.485746486,0.824411013,"Clta",12757,"only_PHF23_RNA"
