"","X","ENS","PreB_shPhf23_1_count","PreB_shPhf23_2_count","PreB_shPhf23_3_count","PreB_shRen_1_count","PreB_shRen_2_count","PreB_shRen_3_count","PreB_shPhf23_1_TPM","PreB_shPhf23_2_TPM","PreB_shPhf23_3_TPM","PreB_shRen_1_TPM","PreB_shRen_2_TPM","PreB_shRen_3_TPM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","cluster"
"15108",15108,"ENSMUSG00000048905",46,38,40,45,39,39,0.061663664,0.051904312,0.053224853,0.059222362,0.052280063,0.061411951,41.19029387,-0.012460725,0.263027231,-0.047374279,0.962214928,0.992538973,"4930539E08Rik",207819,"co_binding_RNA"
"28739",28739,"ENSMUSG00000045378",0,2,0,0,0,1,0,0.017668243,0,0,0,0.010184315,0.308833225,0.88804882,3.253239183,0.272973726,0.784873413,NA,"Pxt1",69307,"co_binding_RNA"
"12814",12814,"ENSMUSG00000005936",2396,2444,2367,2478,2787,2053,1.492956658,1.551707792,1.464001877,1.515875052,1.736590237,1.50267871,2404.481743,-0.039777205,0.062884634,-0.632542533,0.527032425,0.844192279,"Kctd20",66989,"co_binding_RNA"
"15478",15478,"ENSMUSG00000071172",13479,12354,13153,13193,12709,12488,8.628525569,8.058141091,8.357699005,8.291329925,8.135613285,9.390497574,11947.43069,-0.004721136,0.055181545,-0.085556436,0.93181903,0.984051915,"Srsf3",20383,"co_binding_RNA"
"25266",25266,"ENSMUSG00000085912",12,10,22,13,7,16,0.024989075,0.021218628,0.045475199,0.026577493,0.014576961,0.039138639,12.33262487,0.247390151,0.51671104,0.478778528,0.632096194,0.891412744,"Trp53cor1",100504267,"co_binding_RNA"
"10556",10556,"ENSMUSG00000024008",135,141,107,152,149,104,0.056631573,0.060268769,0.044554505,0.062599399,0.062504477,0.051247773,142.8525625,-0.096272484,0.163965991,-0.587149097,0.557103576,0.859791725,"Cpne5",240058,"co_binding_RNA"
"21323",21323,"ENSMUSG00000024012",2953,2905,3210,3022,3042,2374,3.739479852,3.748368163,4.034927839,3.757023641,3.852183444,3.531386586,3028.951019,0.085110121,0.059854217,1.421956962,0.155038745,0.546061569,"Mtch1",56462,"co_binding_RNA"
"18819",18819,"ENSMUSG00000024013",1536,1370,1192,1368,1369,1217,1.122529561,1.020176914,0.86470071,0.981509225,1.000483704,1.04475377,1494.556443,0.029064247,0.086553212,0.335796286,0.737024491,0.931466589,"Fgd2",26382,"co_binding_RNA"
"19620",19620,"ENSMUSG00000024014",6569,5777,5111,6288,5805,4620,15.32843591,13.7356527,11.83824846,14.40498568,13.54567978,12.66360494,5558.593711,0.046155688,0.143464838,0.321721255,0.747663874,0.934663533,"Pim1",18712,"co_binding_RNA"
"30766",30766,"ENSMUSG00000002791",16,18,10,8,11,1,0.031486661,0.036093374,0.01953393,0.015456044,0.02164708,0.002311657,8.502281443,1.143559979,0.607919206,1.881105201,0.05995761,NA,"Pdxk-ps",435518,"co_binding_RNA"
"19883",19883,"ENSMUSG00000067288",5413,6218,6104,6169,6051,4689,14.21522675,16.63852545,15.91157897,15.90494794,15.89069593,14.46481204,6126.209316,0.051975192,0.066440689,0.782279547,0.434050304,0.796653019,"Rps28",54127,"co_binding_RNA"
"20753",20753,"ENSMUSG00000002307",1915,1792,1724,1726,1825,1539,1.783366854,1.70042809,1.593647122,1.578026968,1.699553268,1.683555081,1733.601187,0.071760321,0.069030641,1.039543018,0.298552262,0.702230015,"Daxx",13163,"co_binding_RNA"
"11206",11206,"ENSMUSG00000041354",694,661,620,640,760,651,0.471108924,0.457205739,0.417769316,0.426524077,0.51591179,0.519110301,735.7382966,-0.078142177,0.085865484,-0.910053411,0.362794343,0.754372651,"Rgl2",19732,"co_binding_RNA"
"19300",19300,"ENSMUSG00000008668",11809,12714,12806,12697,12566,10552,15.68327493,17.20498085,16.88185322,16.55489651,16.6886301,16.46172012,12525.41488,0.03938622,0.049247382,0.799762703,0.423848296,0.791041395,"Rps18",20084,"co_binding_RNA"
"9509",9509,"ENSMUSG00000061232",11993,9997,9023,12102,12076,9424,8.988751673,7.634658121,6.712827627,8.904928048,9.050960161,8.29704841,11089.78013,-0.133174094,0.085277002,-1.56166483,0.118366968,0.486312122,"H2-K1",14972,"co_binding_RNA"
"23306",23306,"ENSMUSG00000024335",9304,9233,9157,8588,8597,7513,3.867645562,3.910822946,3.778445561,3.504860355,3.573747732,3.668657364,8835.402241,0.14293734,0.044085577,3.2422699,0.001185817,0.030783971,"Brd2",14312,"co_binding_RNA"
"22373",22373,"ENSMUSG00000079547",445,334,382,403,327,326,1.306899237,0.999486456,1.113598008,1.16195379,0.960350675,1.124647679,422.1225985,0.112458011,0.118725337,0.947211554,0.343530989,0.738822525,"H2-DMb1",14999,"co_binding_RNA"
"13104",13104,"ENSMUSG00000096727",1342,1135,1169,1312,1362,1014,1.268366636,1.09304114,1.096704925,1.217384718,1.287269268,1.125763196,1282.661901,-0.034303958,0.079747883,-0.430155087,0.66708283,0.905647646,"Psmb9",16912,"co_binding_RNA"
"29612",29612,"ENSMUSG00000092618",1,0,0,0,0,0,0.001826058,0,0,0,0,0,0.09776859,0.936582435,4.080455872,0.229528872,0.818457883,NA,"Btnl6",624681,"co_binding_RNA"
"4576",4576,"ENSMUSG00000073418",3,4,4,8,6,4,0.002679862,0.003640822,0.003546779,0.007015891,0.005359723,0.00419728,4.635177162,-0.724156753,0.768194912,-0.942673196,0.345848088,NA,"C4b",12268,"co_binding_RNA"
"24471",24471,"ENSMUSG00000013787",4733,4833,4622,4391,4374,3475,2.317977147,2.41178058,2.246909476,2.111240944,2.142157626,1.999144802,4745.85101,0.194657733,0.055048183,3.536133681,0.000406029,0.014272591,"Ehmt2",110147,"co_binding_RNA"
"20995",20995,"ENSMUSG00000007036",532,511,483,510,502,414,0.560753712,0.548819808,0.505348109,0.527755075,0.529132262,0.512598892,530.3757966,0.077215248,0.084141858,0.917679374,0.358786749,0.751013597,"Abhd16a",193742,"co_binding_RNA"
"21903",21903,"ENSMUSG00000024393",16766,15945,15504,15846,15991,12574,9.906459776,9.599793595,9.09317957,9.192007868,9.448538607,8.727287285,16772.34721,0.100467005,0.053808872,1.86710856,0.061886429,0.361057328,"Prrc2a",53761,"co_binding_RNA"
"8395",8395,"ENSMUSG00000073409",3272,2716,2458,3069,3610,2795,8.975606702,7.591518206,6.692916192,8.265119265,9.902793458,9.006356404,3079.965697,-0.185717214,0.096249862,-1.929532269,0.053664818,0.33757473,"H2-Q6",110557,"co_binding_RNA"
"10332",10332,"ENSMUSG00000003541",33,34,25,38,38,22,0.179607599,0.188554993,0.135062183,0.203046768,0.206820871,0.140653403,32.85268071,-0.103711859,0.314278471,-0.329999883,0.74140005,0.93234478,"Ier3",15937,"co_binding_RNA"
"18513",18513,"ENSMUSG00000001525",46179,44802,44480,45506,49953,36379,55.7266033,55.08886226,53.28019626,53.91237049,60.28088557,51.56863105,44576.44583,0.022757713,0.058597746,0.388371821,0.697740894,0.919548381,"Tubb5",22154,"co_binding_RNA"
"9409",9409,"ENSMUSG00000053835",585,534,575,611,658,565,1.300487799,1.20959512,1.268823606,1.333500993,1.462770892,1.475419984,571.2483335,-0.137539761,0.079622428,-1.727399741,0.084095897,0.42005344,"H2-T24",15042,"co_binding_RNA"
"10541",10541,"ENSMUSG00000067212",1679,1511,1363,1702,1722,1381,1.511454129,1.385980413,1.217932221,1.504199875,1.550163199,1.460342591,1704.39877,-0.096891246,0.07576276,-1.27887694,0.200940394,0.607924431,"H2-T23",15040,"co_binding_RNA"
"10465",10465,"ENSMUSG00000073406",134,126,87,116,135,115,0.242462099,0.232304681,0.156257656,0.206062407,0.244271518,0.244429546,124.8870221,-0.099191456,0.170487592,-0.581810409,0.560694392,0.862078745,"H2-Bl",14963,"co_binding_RNA"
"41672",41672,"ENSMUSG00000092342",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Esp31",100126768,"co_binding_RNA"
"23645",23645,"ENSMUSG00000067150",3415,3223,3314,3075,3013,2703,5.667705117,5.450360105,5.459489457,5.010295904,5.000525774,5.269621008,3062.811198,0.155901816,0.048050896,3.244514221,0.001176511,0.030625003,"Xpo5",72322,"co_binding_RNA"
"22135",22135,"ENSMUSG00000001228",13322,11740,11743,11761,11845,10082,14.71477948,13.21298003,12.87497453,12.7535267,13.08336308,13.08120704,12167.98673,0.106097443,0.052184403,2.033125573,0.042039838,0.293150967,"Uhrf1",18140,"co_binding_RNA"
"12395",12395,"ENSMUSG00000061950",1715,1581,1584,1708,1755,1507,0.867312394,0.814688622,0.795150973,0.848010074,0.887541254,0.895244122,1590.741012,-0.04857556,0.057049267,-0.851466855,0.394510068,0.776203476,"Ppp4r1",70351,"co_binding_RNA"
"9360",9360,"ENSMUSG00000034647",1025,1004,1086,1062,1175,1130,0.419907714,0.419094589,0.441613968,0.427126209,0.481357623,0.543782502,1026.86927,-0.139542926,0.07603402,-1.835269604,0.066465752,0.37542098,"Ankrd12",106585,"co_binding_RNA"
"20860",20860,"ENSMUSG00000047407",1451,1407,1478,1469,1393,1196,0.720890791,0.712269776,0.728885798,0.716515481,0.692075033,0.697991353,1355.412482,0.074359543,0.062441035,1.190876218,0.233702182,0.646184273,"Tgif1",21815,"co_binding_RNA"
"27435",27435,"ENSMUSG00000033966",6,4,8,4,3,5,0.01260111,0.008559845,0.016677484,0.008247442,0.006300555,0.012335148,4.961557771,0.550527601,0.74620098,0.737773891,0.460651861,NA,"Cdkl4",381113,"co_binding_RNA"
"18180",18180,"ENSMUSG00000045817",4471,4633,4201,4871,4503,3628,7.79656558,8.232075023,7.271672936,8.339087161,7.852367436,7.431607125,4395.366496,0.016051448,0.073272879,0.219063978,0.82660021,0.956304412,"Zfp36l2",12193,"co_binding_RNA"
"13481",13481,"ENSMUSG00000036918",2146,1914,1967,2246,2218,1611,1.06782057,0.970418018,0.971529325,1.097185436,1.103646796,0.941631337,2101.697173,-0.02710877,0.078929697,-0.343454633,0.731256465,0.929843337,"Ttc7",225049,"co_binding_RNA"
"15304",15304,"ENSMUSG00000034998",1930,1784,1935,1874,2029,1693,1.213151184,1.142617366,1.207317722,1.156455487,1.275380182,1.250061481,1790.914784,-0.00868116,0.060571674,-0.143320455,0.886037102,0.971806392,"Foxn2",14236,"co_binding_RNA"
"17740",17740,"ENSMUSG00000024238",1005,867,976,871,1093,828,0.346248417,0.304361128,0.333775566,0.294606013,0.376566686,0.335095711,917.7645015,0.007400972,0.08338606,0.08875551,0.929276216,0.98363595,"Zeb1",21417,"co_binding_RNA"
"17573",17573,"ENSMUSG00000024283",3440,3448,3772,3725,3702,3050,1.564723959,1.598066694,1.703075742,1.66344055,1.683897702,1.629655951,3231.346324,0.004600734,0.05746301,0.08006427,0.93618614,0.985646148,"Wac",225131,"co_binding_RNA"
"21334",21334,"ENSMUSG00000003779",2558,2537,2562,2461,2435,2205,4.148085583,4.191948981,4.123910986,3.917964521,3.948627207,4.200225038,2485.391056,0.085411088,0.05231715,1.632563841,0.102560761,0.457540773,"Kif20a",19348,"co_binding_RNA"
"27289",27289,"ENSMUSG00000038418",445,315,158,249,235,149,0.364263404,0.262732887,0.128379479,0.20010438,0.19236382,0.143271101,272.7575058,0.52896382,0.447048761,1.183235177,0.236715955,0.648415126,"Egr1",13653,"co_binding_RNA"
"15583",15583,"ENSMUSG00000024431",1688,1803,2056,1844,1758,1845,0.620675235,0.675516646,0.75040907,0.665663293,0.646414137,0.796902416,1798.126765,-0.002832711,0.084829328,-0.033393056,0.973361147,0.993588894,"Nr3c1",14815,"co_binding_RNA"
"18808",18808,"ENSMUSG00000024590",11633,11749,10860,11417,11706,9952,20.44791156,21.0429434,18.94829094,19.70202874,20.57622735,20.54870205,10746.58322,0.028864072,0.052901931,0.545614716,0.585330807,0.872917162,"Lmnb1",16906,"co_binding_RNA"
"25355",25355,"ENSMUSG00000025880",498,478,367,442,374,297,0.392913335,0.384276366,0.287419665,0.342366618,0.295079493,0.275258458,431.4337641,0.255010528,0.126323868,2.018704241,0.043517969,0.300526264,"Smad7",17131,"co_binding_RNA"
"19973",19973,"ENSMUSG00000024563",1165,1160,1264,1217,1207,985,1.268587161,1.287065736,1.366231988,1.301028115,1.314321634,1.259932894,1120.539355,0.053770603,0.064721235,0.830803097,0.406084873,0.782899622,"Smad2",17126,"co_binding_RNA"
"21973",21973,"ENSMUSG00000024913",939,980,895,879,966,742,0.364908338,0.38805441,0.345242473,0.335358089,0.37540091,0.338718484,951.8749002,0.102111857,0.073502904,1.389222084,0.164765228,0.562434386,"Lrp5",16973,"co_binding_RNA"
"19880",19880,"ENSMUSG00000035372",149,164,135,183,131,113,0.487348935,0.546570206,0.438299031,0.587633518,0.428474567,0.434159185,146.5244097,0.051912534,0.158687768,0.327136333,0.743564773,0.932968665,"1810055G02Rik",72056,"co_binding_RNA"
"8848",8848,"ENSMUSG00000045098",928,924,1029,1032,1093,1041,0.203007783,0.205961021,0.223441108,0.221638972,0.239102917,0.267505207,971.2247479,-0.162397213,0.074574359,-2.177654835,0.029431744,0.243077579,"Kmt5b",225888,"co_binding_RNA"
"23461",23461,"ENSMUSG00000024891",217,230,247,227,212,178,0.540361799,0.583580934,0.610526962,0.554948242,0.527911067,0.520668981,222.2152638,0.148796734,0.119493255,1.245231238,0.213046763,0.623737087,"Slc29a2",13340,"co_binding_RNA"
"10966",10966,"ENSMUSG00000049562",198,215,230,250,239,184,0.394184077,0.436134758,0.454511328,0.48862492,0.475808052,0.430297187,232.4213825,-0.084557781,0.126367749,-0.669140514,0.503405848,0.831929087,"Ap5b1",381201,"co_binding_RNA"
"11759",11759,"ENSMUSG00000054874",1711,1712,1574,1740,1903,1506,0.606420076,0.618266442,0.553746862,0.605444763,0.674469553,0.626996809,1778.995827,-0.063029444,0.066353851,-0.949898798,0.342163678,0.738328386,"Pcnx3",104401,"co_binding_RNA"
"24519",24519,"ENSMUSG00000024937",1798,1790,1705,1491,1691,1368,1.707737195,1.732338408,1.607454626,1.390307005,1.606108786,1.526280112,1681.373141,0.196976267,0.063396434,3.107055939,0.001889606,0.042995593,"Ehbp1l1",114601,"co_binding_RNA"
"25122",25122,"ENSMUSG00000092274",756,726,996,593,801,672,0.187609979,0.183577358,0.24534458,0.144474284,0.19877724,0.195893584,809.1011675,0.235125442,0.225806942,1.04126755,0.297751393,0.701886219,"Neat1",66961,"co_binding_RNA"
"22552",22552,"ENSMUSG00000024772",1020,1028,889,994,917,760,1.22584051,1.258853714,1.06051923,1.172794442,1.102054655,1.07291221,1008.463014,0.118085195,0.081186928,1.454485329,0.145811798,0.530135277,"Ehd1",13660,"co_binding_RNA"
"8852",8852,"ENSMUSG00000024968",745,722,707,888,859,656,0.962020868,0.949978487,0.906213698,1.125752455,1.10922943,0.995059057,791.1581953,-0.162140471,0.083967819,-1.930983469,0.053485097,0.33723104,"Rcor2",104383,"co_binding_RNA"
"35855",35855,"ENSMUSG00000067656",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Slc22a27",171405,"co_binding_RNA"
"43551",43551,"ENSMUSG00000096273",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Olfr1474",258123,"co_binding_RNA"
"6981",6981,"ENSMUSG00000038843",232,241,208,292,272,258,0.141902723,0.15019938,0.126284215,0.175342548,0.166368709,0.185369914,237.4453467,-0.294656323,0.122450183,-2.406336314,0.016113423,0.176100766,"Gcnt1",14537,"co_binding_RNA"
"19454",19454,"ENSMUSG00000033863",307,327,344,346,308,281,0.579154818,0.628568197,0.644165898,0.640817132,0.581041316,0.622700788,324.9190193,0.042727288,0.104732019,0.40796777,0.683297337,0.913014685,"Klf9",16601,"co_binding_RNA"
"19848",19848,"ENSMUSG00000024812",541,452,497,482,510,424,0.72537627,0.617522615,0.661462849,0.634475468,0.683811271,0.667803565,480.5713681,0.051386689,0.094949289,0.541201404,0.58836877,0.873745922,"Tjp2",21873,"co_binding_RNA"
"12768",12768,"ENSMUSG00000059363",551,532,542,546,662,444,0.971015998,0.955288988,0.948106364,0.944646122,1.166629021,0.919124947,555.0578837,-0.04063789,0.095417803,-0.425894214,0.670184931,0.906612348,"Fxn",14297,"co_binding_RNA"
"11002",11002,"ENSMUSG00000052085",3797,3443,3405,3860,3912,3338,2.992698287,2.765080081,2.663927758,2.98683588,3.083338346,3.090476659,3575.453972,-0.083400787,0.055456688,-1.5038905,0.132609563,0.507537807,"Dock8",76088,"co_binding_RNA"
"23624",23624,"ENSMUSG00000033610",246,223,247,198,228,206,0.292051686,0.26976017,0.291074764,0.230776466,0.270682051,0.287282141,216.3383719,0.155158163,0.120763163,1.284813669,0.198857404,0.605380384,"Pank1",75735,"co_binding_RNA"
"24926",24926,"ENSMUSG00000047604",593,682,654,645,558,432,1.689169761,1.979480978,1.849180659,1.803765336,1.589471714,1.445503506,599.6517898,0.222381393,0.101106932,2.199467321,0.02784471,0.235875635,"Frat2",212398,"co_binding_RNA"
"24739",24739,"ENSMUSG00000011752",9872,10000,9364,9530,8359,7053,33.18869486,34.25574212,31.24851774,31.45427253,28.10213739,27.85323921,8549.448629,0.21101805,0.064609709,3.266042398,0.001090619,0.029052667,"Pgam1",18648,"co_binding_RNA"
"7847",7847,"ENSMUSG00000025171",59,68,64,73,79,67,0.237840794,0.27931329,0.256092758,0.288907564,0.318464792,0.317267755,70.21952194,-0.219394721,0.205176845,-1.069295713,0.284936442,0.689782631,"Ubtd1",226122,"co_binding_RNA"
"21665",21665,"ENSMUSG00000025202",392,452,439,413,436,337,0.695392439,0.817016232,0.773021203,0.71927616,0.773446692,0.702248137,412.2865282,0.094050192,0.096932476,0.970265032,0.331914403,0.73075964,"Scd3",30049,"co_binding_RNA"
"13013",13013,"ENSMUSG00000055491",3681,3773,3862,4126,3884,3418,1.757731682,1.835785443,1.830551796,1.934272708,1.854667171,1.917236195,3875.559353,-0.035768713,0.063820287,-0.560459927,0.575165766,0.869102358,"Pprc1",226169,"co_binding_RNA"
"19436",19436,"ENSMUSG00000036748",676,796,670,750,692,609,2.143850675,2.572226791,2.109141068,2.335128675,2.194592703,2.268725365,736.5672797,0.042191254,0.088235902,0.478164248,0.632533307,0.891722942,"Cuedc2",67116,"co_binding_RNA"
"5907",5907,"ENSMUSG00000025227",194,183,165,251,265,205,0.229432199,0.22052208,0.193695518,0.291425853,0.313399653,0.284789056,220.2787139,-0.431377361,0.122983055,-3.507616254,0.000452141,0.015605679,"Mfsd13a",75146,"co_binding_RNA"
"18853",18853,"ENSMUSG00000025034",1178,1075,967,1110,1107,895,2.244998938,2.087505685,1.829280533,2.076804162,2.109689155,2.003598429,1106.249862,0.029794158,0.079323587,0.375602761,0.707212238,0.922058123,"Trim8",93679,"co_binding_RNA"
"23256",23256,"ENSMUSG00000025041",2509,2548,2580,2422,2388,2017,2.380839587,2.463640022,2.430144896,2.25634409,2.266020301,2.248289176,2403.471513,0.140774258,0.051481485,2.734463852,0.006248196,0.099334149,"Nt5c2",76952,"co_binding_RNA"
"19956",19956,"ENSMUSG00000025049",678,686,686,674,653,616,1.281008424,1.320671362,1.28655808,1.250212698,1.2337736,1.367161442,644.8452966,0.053392321,0.076543993,0.697537708,0.485466349,0.824411013,"Taf5",226182,"co_binding_RNA"
"23191",23191,"ENSMUSG00000025047",3051,3109,2853,2966,2790,2323,3.108899934,3.228000633,2.885687491,2.967135638,2.842946842,2.78054894,2932.829843,0.138717447,0.062090004,2.234134932,0.025474196,0.226841758,"Pdcd11",18572,"co_binding_RNA"
"26864",26864,"ENSMUSG00000034765",1854,1483,1319,1357,1071,975,4.614864832,3.761306804,3.258945067,3.316124446,2.66586852,2.850825723,1301.699528,0.432789986,0.181730498,2.381493418,0.017242599,0.183337201,"Dusp5",240672,"co_binding_RNA"
"17538",17538,"ENSMUSG00000054843",195,186,215,200,206,179,0.182396329,0.177273075,0.199619485,0.183659414,0.192685352,0.196675974,191.7197981,0.00399711,0.123486252,0.032368863,0.974177893,0.993646271,"Atrnl1",226255,"co_binding_RNA"
"31433",31433,"ENSMUSG00000087095",1,0,1,0,0,0,0.001225491,0,0.001216447,0,0,0,0.194940927,1.823280368,3.808664588,0.47871907,0.632138498,NA,"Emx2os",329078,"co_binding_RNA"
"8006",8006,"ENSMUSG00000003228",66,75,63,74,85,73,0.128364104,0.148630957,0.121625096,0.14129705,0.165317406,0.166778213,69.84642799,-0.208141933,0.202648069,-1.027110371,0.304368496,0.707332941,"Grk5",14773,"co_binding_RNA"
"21694",21694,"ENSMUSG00000054766",25142,25871,24873,24540,24583,20918,25.00648852,26.21889946,24.55636319,23.96233661,24.45050144,24.43936094,22794.15977,0.094712767,0.044941819,2.107452922,0.035078338,0.267675185,"Set",56086,"co_binding_RNA"
"17664",17664,"ENSMUSG00000075415",3476,3316,3179,3416,3336,3019,0.936903952,0.910705959,0.850528401,0.903930171,0.89916904,0.955862038,3230.263908,0.00616616,0.05551042,0.111081119,0.911552021,0.979132809,"Fnbp1",14269,"co_binding_RNA"
"21560",21560,"ENSMUSG00000070953",622,558,591,597,586,457,0.549405866,0.502210119,0.518171327,0.517700942,0.517607456,0.474172,591.2319564,0.091407247,0.082296406,1.11070765,0.266694208,0.674248797,"Rabepk",227746,"co_binding_RNA"
"14879",14879,"ENSMUSG00000015839",1751,1658,1720,1657,1766,1672,2.748222738,2.651542923,2.679644729,2.553230408,2.77176548,3.082611918,1610.517526,-0.01664087,0.065097116,-0.255631453,0.798235429,0.947870037,"Nfe2l2",18024,"co_binding_RNA"
"23602",23602,"ENSMUSG00000025314",3414,3278,3055,3139,2934,2561,2.302801078,2.252943029,2.045441726,2.078671876,1.979032912,2.029173974,3006.471826,0.154015357,0.058034139,2.653875107,0.007957327,0.116262592,"Ptprj",19271,"co_binding_RNA"
"22362",22362,"ENSMUSG00000027222",247,175,222,207,223,158,0.458102933,0.330713955,0.408697596,0.376910453,0.413590907,0.344223094,225.1313188,0.112299053,0.135532862,0.828574349,0.407345308,0.783191437,"Pex16",18633,"co_binding_RNA"
"16056",16056,"ENSMUSG00000050587",0,0,0,0,0,0,0,0,0,0,0,0,0.101984472,0,4.080455872,0,1,NA,"Lrrc4c",241568,"co_binding_RNA"
"7078",7078,"ENSMUSG00000040061",309,274,277,357,379,295,0.144492058,0.130552266,0.12857255,0.163891123,0.177224887,0.162040775,308.7441057,-0.281834638,0.102840818,-2.740493928,0.006134692,0.098151024,"Plcb2",18796,"co_binding_RNA"
"11510",11510,"ENSMUSG00000027306",4179,4223,4444,4442,4991,3857,4.044721534,4.16471887,4.269463406,4.220817043,4.830630576,4.385132219,4065.391181,-0.068671223,0.055399953,-1.239553811,0.215140474,0.625188324,"Nusap1",108907,"co_binding_RNA"
"12741",12741,"ENSMUSG00000079110",3,4,3,3,2,5,0.001788911,0.002430389,0.001775709,0.001756266,0.001192607,0.003502307,3.015292466,-0.041178636,0.917279134,-0.044892154,0.964193271,NA,"Capn3",12335,"co_binding_RNA"
"9659",9659,"ENSMUSG00000027287",454,459,472,442,569,477,0.489175841,0.503929968,0.50481719,0.467555461,0.613086021,0.603732179,457.6231429,-0.127603862,0.096465355,-1.322794718,0.185903654,0.588779542,"Snap23",20619,"co_binding_RNA"
"17996",17996,"ENSMUSG00000027285",826,776,816,782,835,741,1.13368127,1.085228021,1.111690955,1.053705858,1.14603373,1.194664421,774.0449299,0.012515223,0.072430719,0.172788877,0.862817381,0.964146084,"Haus2",66296,"co_binding_RNA"
"11798",11798,"ENSMUSG00000074884",1047,1141,1224,1157,1299,1053,0.672610878,0.746880641,0.780515644,0.729713333,0.834500029,0.794625274,1208.112251,-0.061969806,0.071651922,-0.8648729,0.387108553,0.770444381,"Serf2",378702,"co_binding_RNA"
"8868",8868,"ENSMUSG00000048222",1589,1620,1648,1668,1858,1803,2.909374043,3.022310155,2.995131255,2.998288549,3.401898661,3.877824829,1578.854222,-0.161608805,0.070617537,-2.288508101,0.022107949,0.209293463,"Mfap1b",100034361,"co_binding_RNA"
"22818",22818,"ENSMUSG00000027397",1631,1589,1585,1537,1440,1355,0.896735665,0.890190043,0.865013206,0.829633092,0.791722476,0.875117915,1494.451772,0.125798217,0.059758922,2.105095157,0.035283026,0.268163502,"Slc20a1",20515,"co_binding_RNA"
"12452",12452,"ENSMUSG00000027339",1376,1316,1492,1504,1419,1328,0.51061995,0.497603685,0.549580301,0.547934818,0.526576824,0.578887561,1375.264125,-0.047244353,0.071203955,-0.663507429,0.507005623,0.833607428,"Rassf2",215653,"co_binding_RNA"
"7318",7318,"ENSMUSG00000061411",128,144,145,168,185,139,0.052799183,0.060524063,0.059370161,0.068034349,0.076311319,0.067351742,141.5483053,-0.258212382,0.141911818,-1.819526984,0.06883107,0.382284696,"Nol4l",329540,"co_binding_RNA"
"22627",22627,"ENSMUSG00000038467",2312,2709,2565,2373,2562,1959,3.808360953,4.546818643,4.193924737,3.837511848,4.220164689,3.790543698,2353.501552,0.120035546,0.07082182,1.694894966,0.090095348,0.433640739,"Chmp4b",75608,"co_binding_RNA"
"15128",15128,"ENSMUSG00000027593",4838,5058,5086,4974,5667,4274,4.635896202,4.93849954,4.837569132,4.67924018,5.430265353,4.810820523,5068.88131,-0.01211812,0.05868236,-0.206503632,0.836397528,0.958128968,"Raly",19383,"co_binding_RNA"
"21169",21169,"ENSMUSG00000074656",5241,5187,5522,5227,5039,4565,2.541293504,2.562744249,2.657786297,2.488254991,2.443346301,2.600149062,4685.104235,0.08164805,0.046223868,1.766361283,0.077335256,0.405239427,"Eif2s2",67204,"co_binding_RNA"
"10713",10713,"ENSMUSG00000027620",6541,6382,6562,6501,6953,6904,2.168581675,2.155940581,2.159488271,2.115989545,2.305174803,2.688742517,6210.850138,-0.092211215,0.067323681,-1.369669833,0.17078999,0.570652802,"Rbm39",170791,"co_binding_RNA"
"12229",12229,"ENSMUSG00000038116",1011,1064,1111,1117,1109,1023,0.366770056,0.393307925,0.40007348,0.39783007,0.402322445,0.43594846,1062.737484,-0.052129969,0.066391283,-0.785192978,0.432340432,0.795754186,"Phf20",228829,"co_binding_RNA"
"23777",23777,"ENSMUSG00000037754",1273,1109,1010,1054,1062,875,0.760125384,0.674740427,0.598633746,0.617872918,0.634134452,0.613736119,1093.327657,0.161260983,0.085791862,1.879676919,0.060152123,0.356087766,"Ppp1r16b",228852,"co_binding_RNA"
"24510",24510,"ENSMUSG00000027523",1055,1128,1099,957,1017,848,0.256697995,0.279658143,0.265430422,0.228603919,0.247452001,0.242372123,1150.254595,0.196373701,0.064483955,3.045311059,0.002324398,0.049903277,"Gnas",14683,"co_binding_RNA"
"22822",22822,"ENSMUSG00000078877",202,231,217,171,204,209,0.340109337,0.396303144,0.36266856,0.282660428,0.343476756,0.413361732,200.8227729,0.125901086,0.143745784,0.875859331,0.381106511,0.765798618,"Gm14295",100039123,"co_binding_RNA"
"20709",20709,"ENSMUSG00000027566",2503,2575,2570,2519,2546,2114,3.057058046,3.204560106,3.115723772,3.020457435,3.109576422,3.032945567,2498.97003,0.070675943,0.054354432,1.300279298,0.193505261,0.598735433,"Psma7",26444,"co_binding_RNA"
"19409",19409,"ENSMUSG00000016344",736,753,707,807,721,579,1.127564135,1.17545706,1.075142036,1.213776406,1.104583888,1.041978603,761.5489202,0.041553252,0.081675184,0.508762263,0.610918874,0.885633597,"Ppdpf",66496,"co_binding_RNA"
"28816",28816,"ENSMUSG00000010505",0,0,1,0,0,0,0,0,0.000392158,0,0,0,0.19176576,0.936580585,3.873543567,0.241789093,0.808943591,NA,"Myt1",17932,"co_binding_RNA"
