"","fold_change","cluster","log_mean"
"158271",0.01,"no_binding",-6.64385618977472
"158281",0.01,"no_binding",-6.64385618977472
"158291",0.01,"no_binding",-6.64385618977472
"158301",0.01,"no_binding",-6.64385618977472
"158311",0.01,"no_binding",-6.64385618977472
"158321",0.01,"no_binding",-6.64385618977472
"158331",0.01,"no_binding",-6.64385618977472
"158341",0.01,"no_binding",-6.64385618977472
"158351",0.01,"no_binding",-6.64385618977472
"158361",0.01,"no_binding",-6.64385618977472
"158371",0.01,"no_binding",-6.64385618977472
"158381",0.01,"no_binding",-6.64385618977472
"158391",0.01,"no_binding",-6.64385618977472
"158401",0.01,"no_binding",-6.64385618977472
"158411",0.01,"no_binding",-6.64385618977472
"158421",0.01,"no_binding",-6.64385618977472
"158431",0.01,"no_binding",-6.64385618977472
"158441",0.01,"no_binding",-6.64385618977472
"158451",0.01,"no_binding",-6.64385618977472
"158461",0.01,"no_binding",-6.64385618977472
"158471",0.01,"no_binding",-6.64385618977472
"158481",0.01,"no_binding",-6.64385618977472
"158491",0.01,"no_binding",-6.64385618977472
"158501",0.01,"no_binding",-6.64385618977472
"158511",0.01,"no_binding",-6.64385618977472
"158521",0.01,"no_binding",-6.64385618977472
"158531",0.01,"no_binding",-6.64385618977472
"158541",0.01,"no_binding",-6.64385618977472
"158551",0.01,"no_binding",-6.64385618977472
"158561",0.01,"no_binding",-6.64385618977472
"158571",0.01,"no_binding",-6.64385618977472
"158581",0.01,"no_binding",-6.64385618977472
"158591",0.01,"no_binding",-6.64385618977472
"158601",0.01,"no_binding",-6.64385618977472
"158611",0.01,"no_binding",-6.64385618977472
"158621",0.01,"no_binding",-6.64385618977472
"158631",0.01,"no_binding",-6.64385618977472
"158641",0.01,"no_binding",-6.64385618977472
"158651",0.01,"no_binding",-6.64385618977472
"158661",0.01,"no_binding",-6.64385618977472
"158671",0.01,"no_binding",-6.64385618977472
"158681",0.01,"no_binding",-6.64385618977472
"158691",0.01,"no_binding",-6.64385618977472
"158701",0.01,"no_binding",-6.64385618977472
"158711",0.01,"no_binding",-6.64385618977472
"158721",0.01,"no_binding",-6.64385618977472
"158731",0.01,"no_binding",-6.64385618977472
"15874",0.01,"no_binding",-6.64385618977472
"158751",0.01,"no_binding",-6.64385618977472
"158761",0.01,"no_binding",-6.64385618977472
"158771",0.01,"no_binding",-6.64385618977472
"158781",0.01,"no_binding",-6.64385618977472
"158791",0.01,"no_binding",-6.64385618977472
"158801",0.01,"no_binding",-6.64385618977472
"158811",0.01,"no_binding",-6.64385618977472
"158821",0.01,"no_binding",-6.64385618977472
"158831",0.01,"no_binding",-6.64385618977472
"158841",0.01,"no_binding",-6.64385618977472
"158851",0.01,"no_binding",-6.64385618977472
"158861",0.01,"no_binding",-6.64385618977472
"158871",0.01,"no_binding",-6.64385618977472
"158881",0.01,"no_binding",-6.64385618977472
"158891",0.01,"no_binding",-6.64385618977472
"158901",0.01,"no_binding",-6.64385618977472
"158911",0.01,"no_binding",-6.64385618977472
"158921",0.01,"no_binding",-6.64385618977472
"158931",0.01,"no_binding",-6.64385618977472
"158941",0.01,"no_binding",-6.64385618977472
"158951",0.01,"no_binding",-6.64385618977472
"158961",0.01,"no_binding",-6.64385618977472
"15897",0.01,"no_binding",-6.64385618977472
"158981",0.01,"no_binding",-6.64385618977472
"158991",0.01,"no_binding",-6.64385618977472
"159001",0.01,"no_binding",-6.64385618977472
"159011",0.01,"no_binding",-6.64385618977472
"159021",0.01,"no_binding",-6.64385618977472
"159031",0.01,"no_binding",-6.64385618977472
"159041",0.01,"no_binding",-6.64385618977472
"159051",0.01,"no_binding",-6.64385618977472
"159061",0.01,"no_binding",-6.64385618977472
"159071",0.01,"no_binding",-6.64385618977472
"159081",0.01,"no_binding",-6.64385618977472
"159091",0.01,"no_binding",-6.64385618977472
"159101",0.01,"no_binding",-6.64385618977472
"159111",0.01,"no_binding",-6.64385618977472
"15912",0.01,"no_binding",-6.64385618977472
"159131",0.01,"no_binding",-6.64385618977472
"159141",0.01,"no_binding",-6.64385618977472
"159151",0.01,"no_binding",-6.64385618977472
"159161",0.01,"no_binding",-6.64385618977472
"159171",0.01,"no_binding",-6.64385618977472
"159181",0.01,"no_binding",-6.64385618977472
"159191",0.01,"no_binding",-6.64385618977472
"159201",0.01,"no_binding",-6.64385618977472
"159211",0.01,"no_binding",-6.64385618977472
"159221",0.01,"no_binding",-6.64385618977472
"159231",0.01,"no_binding",-6.64385618977472
"159241",0.01,"no_binding",-6.64385618977472
"159251",0.01,"no_binding",-6.64385618977472
"159261",0.01,"no_binding",-6.64385618977472
"159271",0.01,"no_binding",-6.64385618977472
"159281",0.01,"no_binding",-6.64385618977472
"159291",0.01,"no_binding",-6.64385618977472
"159301",0.01,"no_binding",-6.64385618977472
"159311",0.01,"no_binding",-6.64385618977472
"159321",0.01,"no_binding",-6.64385618977472
"159331",0.01,"no_binding",-6.64385618977472
"159341",0.01,"no_binding",-6.64385618977472
"159351",0.01,"no_binding",-6.64385618977472
"159361",0.01,"no_binding",-6.64385618977472
"159371",0.01,"no_binding",-6.64385618977472
"159381",0.01,"no_binding",-6.64385618977472
"159391",0.01,"no_binding",-6.64385618977472
"159401",0.01,"no_binding",-6.64385618977472
"159411",0.01,"no_binding",-6.64385618977472
"159421",0.01,"no_binding",-6.64385618977472
"159431",0.01,"no_binding",-6.64385618977472
"159441",0.01,"no_binding",-6.64385618977472
"159451",0.01,"no_binding",-6.64385618977472
"159461",0.01,"no_binding",-6.64385618977472
"159471",0.01,"no_binding",-6.64385618977472
"159481",0.01,"no_binding",-6.64385618977472
"159491",0.01,"no_binding",-6.64385618977472
"159501",0.01,"no_binding",-6.64385618977472
"159511",0.01,"no_binding",-6.64385618977472
"159521",0.01,"no_binding",-6.64385618977472
"159531",0.01,"no_binding",-6.64385618977472
"159541",0.01,"no_binding",-6.64385618977472
"159551",0.01,"no_binding",-6.64385618977472
"159561",0.01,"no_binding",-6.64385618977472
"159571",0.01,"no_binding",-6.64385618977472
"159581",0.01,"no_binding",-6.64385618977472
"159591",0.01,"no_binding",-6.64385618977472
"159601",0.01,"no_binding",-6.64385618977472
"159611",0.01,"no_binding",-6.64385618977472
"159621",0.01,"no_binding",-6.64385618977472
"159631",0.01,"no_binding",-6.64385618977472
"159641",0.01,"no_binding",-6.64385618977472
"159651",0.01,"no_binding",-6.64385618977472
"159661",0.01,"no_binding",-6.64385618977472
"159671",0.01,"no_binding",-6.64385618977472
"159681",0.01,"no_binding",-6.64385618977472
"159691",0.01,"no_binding",-6.64385618977472
"159701",0.01,"no_binding",-6.64385618977472
"159711",0.01,"no_binding",-6.64385618977472
"159721",0.01,"no_binding",-6.64385618977472
"159731",0.01,"no_binding",-6.64385618977472
"159741",0.01,"no_binding",-6.64385618977472
"159751",0.01,"no_binding",-6.64385618977472
"159761",0.01,"no_binding",-6.64385618977472
"159771",0.01,"no_binding",-6.64385618977472
"159781",0.01,"no_binding",-6.64385618977472
"159791",0.01,"no_binding",-6.64385618977472
"159801",0.01,"no_binding",-6.64385618977472
"159811",0.01,"no_binding",-6.64385618977472
"159821",0.01,"no_binding",-6.64385618977472
"159831",0.01,"no_binding",-6.64385618977472
"159841",0.01,"no_binding",-6.64385618977472
"159851",0.01,"no_binding",-6.64385618977472
"159861",0.01,"no_binding",-6.64385618977472
"159871",0.01,"no_binding",-6.64385618977472
"159881",0.01,"no_binding",-6.64385618977472
"159891",0.01,"no_binding",-6.64385618977472
"159901",0.01,"no_binding",-6.64385618977472
"159911",0.01,"no_binding",-6.64385618977472
"159921",0.01,"no_binding",-6.64385618977472
"159931",0.01,"no_binding",-6.64385618977472
"159941",0.01,"no_binding",-6.64385618977472
"159951",0.01,"no_binding",-6.64385618977472
"159961",0.01,"no_binding",-6.64385618977472
"159971",0.01,"no_binding",-6.64385618977472
"159981",0.01,"no_binding",-6.64385618977472
"159991",0.01,"no_binding",-6.64385618977472
"160001",0.01,"no_binding",-6.64385618977472
"160011",0.01,"no_binding",-6.64385618977472
"160021",0.01,"no_binding",-6.64385618977472
"160031",0.01,"no_binding",-6.64385618977472
"160041",0.01,"no_binding",-6.64385618977472
"160051",0.01,"no_binding",-6.64385618977472
"160061",0.01,"no_binding",-6.64385618977472
"160071",0.01,"no_binding",-6.64385618977472
"160081",0.01,"no_binding",-6.64385618977472
"160091",0.01,"no_binding",-6.64385618977472
"160101",0.01,"no_binding",-6.64385618977472
"160111",0.01,"no_binding",-6.64385618977472
"160121",0.01,"no_binding",-6.64385618977472
"160131",0.01,"no_binding",-6.64385618977472
"160141",0.01,"no_binding",-6.64385618977472
"160151",0.01,"no_binding",-6.64385618977472
"160161",0.01,"no_binding",-6.64385618977472
"160171",0.01,"no_binding",-6.64385618977472
"160181",0.01,"no_binding",-6.64385618977472
"160191",0.01,"no_binding",-6.64385618977472
"160201",0.01,"no_binding",-6.64385618977472
"160211",0.01,"no_binding",-6.64385618977472
"160221",0.01,"no_binding",-6.64385618977472
"160231",0.01,"no_binding",-6.64385618977472
"160241",0.01,"no_binding",-6.64385618977472
"160251",0.01,"no_binding",-6.64385618977472
"160261",0.01,"no_binding",-6.64385618977472
"160271",0.01,"no_binding",-6.64385618977472
"160281",0.01,"no_binding",-6.64385618977472
"160291",0.01,"no_binding",-6.64385618977472
"160301",0.01,"no_binding",-6.64385618977472
"160311",0.01,"no_binding",-6.64385618977472
"160321",0.01,"no_binding",-6.64385618977472
"160331",0.01,"no_binding",-6.64385618977472
"160341",0.01,"no_binding",-6.64385618977472
"160351",0.01,"no_binding",-6.64385618977472
"160361",0.01,"no_binding",-6.64385618977472
"160371",0.01,"no_binding",-6.64385618977472
"160381",0.01,"no_binding",-6.64385618977472
"160391",0.01,"no_binding",-6.64385618977472
"160401",0.01,"no_binding",-6.64385618977472
"160411",0.01,"no_binding",-6.64385618977472
"160421",0.01,"no_binding",-6.64385618977472
"160431",0.01,"no_binding",-6.64385618977472
"160441",0.01,"no_binding",-6.64385618977472
"160451",0.01,"no_binding",-6.64385618977472
"160461",0.01,"no_binding",-6.64385618977472
"160471",0.01,"no_binding",-6.64385618977472
"160481",0.01,"no_binding",-6.64385618977472
"160491",0.01,"no_binding",-6.64385618977472
"16050",0.01,"no_binding",-6.64385618977472
"160511",0.01,"no_binding",-6.64385618977472
"160521",0.01,"no_binding",-6.64385618977472
"160531",0.01,"no_binding",-6.64385618977472
"160541",0.01,"no_binding",-6.64385618977472
"160551",0.01,"no_binding",-6.64385618977472
"160561",0.01,"no_binding",-6.64385618977472
"160571",0.01,"no_binding",-6.64385618977472
"160581",0.01,"no_binding",-6.64385618977472
"160591",0.01,"no_binding",-6.64385618977472
"160601",0.01,"no_binding",-6.64385618977472
"160611",0.01,"no_binding",-6.64385618977472
"160621",0.01,"no_binding",-6.64385618977472
"160631",0.01,"no_binding",-6.64385618977472
"160641",0.01,"no_binding",-6.64385618977472
"160651",0.01,"no_binding",-6.64385618977472
"160661",0.01,"no_binding",-6.64385618977472
"160671",0.01,"no_binding",-6.64385618977472
"160681",0.01,"no_binding",-6.64385618977472
"160691",0.01,"no_binding",-6.64385618977472
"160701",0.01,"no_binding",-6.64385618977472
"160711",0.01,"no_binding",-6.64385618977472
"160721",0.01,"no_binding",-6.64385618977472
"160731",0.01,"no_binding",-6.64385618977472
"160741",0.01,"no_binding",-6.64385618977472
"160751",0.01,"no_binding",-6.64385618977472
"160761",0.01,"no_binding",-6.64385618977472
"160771",0.01,"no_binding",-6.64385618977472
"160781",0.01,"no_binding",-6.64385618977472
"160791",0.01,"no_binding",-6.64385618977472
"160801",0.01,"no_binding",-6.64385618977472
"160811",0.01,"no_binding",-6.64385618977472
"160821",0.01,"no_binding",-6.64385618977472
"16083",0.01,"no_binding",-6.64385618977472
"160841",0.01,"no_binding",-6.64385618977472
"160851",0.01,"no_binding",-6.64385618977472
"160861",0.01,"no_binding",-6.64385618977472
"160871",0.01,"no_binding",-6.64385618977472
"160881",0.01,"no_binding",-6.64385618977472
"160891",0.01,"no_binding",-6.64385618977472
"160901",0.01,"no_binding",-6.64385618977472
"160911",0.01,"no_binding",-6.64385618977472
"160921",0.01,"no_binding",-6.64385618977472
"160931",0.01,"no_binding",-6.64385618977472
"160941",0.01,"no_binding",-6.64385618977472
"160951",0.01,"no_binding",-6.64385618977472
"160961",0.01,"no_binding",-6.64385618977472
"160971",0.01,"no_binding",-6.64385618977472
"160981",0.01,"no_binding",-6.64385618977472
"160991",0.01,"no_binding",-6.64385618977472
"161001",0.01,"no_binding",-6.64385618977472
"161011",0.01,"no_binding",-6.64385618977472
"161021",0.01,"no_binding",-6.64385618977472
"161031",0.01,"no_binding",-6.64385618977472
"161041",0.01,"no_binding",-6.64385618977472
"161051",0.01,"no_binding",-6.64385618977472
"161061",0.01,"no_binding",-6.64385618977472
"161071",0.01,"no_binding",-6.64385618977472
"161081",0.01,"no_binding",-6.64385618977472
"161091",0.01,"no_binding",-6.64385618977472
"161101",0.01,"no_binding",-6.64385618977472
"161111",0.01,"no_binding",-6.64385618977472
"161121",0.01,"no_binding",-6.64385618977472
"16113",0.01,"no_binding",-6.64385618977472
"16114",0.01,"no_binding",-6.64385618977472
"16115",0.01,"no_binding",-6.64385618977472
"16116",0.01,"no_binding",-6.64385618977472
"16117",0.01,"no_binding",-6.64385618977472
"16118",0.01,"no_binding",-6.64385618977472
"16119",0.01,"no_binding",-6.64385618977472
"161201",0.01,"no_binding",-6.64385618977472
"161211",0.01,"no_binding",-6.64385618977472
"161221",0.01,"no_binding",-6.64385618977472
"161231",0.01,"no_binding",-6.64385618977472
"161241",0.01,"no_binding",-6.64385618977472
"161251",0.01,"no_binding",-6.64385618977472
"161261",0.01,"no_binding",-6.64385618977472
"161271",0.01,"no_binding",-6.64385618977472
"16128",0.01,"no_binding",-6.64385618977472
"161291",0.01,"no_binding",-6.64385618977472
"161301",0.01,"no_binding",-6.64385618977472
"161311",0.01,"no_binding",-6.64385618977472
"161321",0.01,"no_binding",-6.64385618977472
"16133",0.01,"no_binding",-6.64385618977472
"16134",0.01,"no_binding",-6.64385618977472
"16135",0.01,"no_binding",-6.64385618977472
"16136",0.01,"no_binding",-6.64385618977472
"16137",0.01,"no_binding",-6.64385618977472
"16138",0.01,"no_binding",-6.64385618977472
"16139",0.01,"no_binding",-6.64385618977472
"16140",0.01,"no_binding",-6.64385618977472
"16141",0.01,"no_binding",-6.64385618977472
"16142",0.01,"no_binding",-6.64385618977472
"16143",0.01,"no_binding",-6.64385618977472
"16144",0.01,"no_binding",-6.64385618977472
"16145",0.01,"no_binding",-6.64385618977472
"16146",0.01,"no_binding",-6.64385618977472
"16147",0.01,"no_binding",-6.64385618977472
"16148",0.01,"no_binding",-6.64385618977472
"16149",0.01,"no_binding",-6.64385618977472
"16150",0.01,"no_binding",-6.64385618977472
"16151",0.01,"no_binding",-6.64385618977472
"16152",0.01,"no_binding",-6.64385618977472
"16153",0.01,"no_binding",-6.64385618977472
"16154",0.01,"no_binding",-6.64385618977472
"16155",0.01,"no_binding",-6.64385618977472
"16156",0.01,"no_binding",-6.64385618977472
"16157",0.01,"no_binding",-6.64385618977472
"16158",0.01,"no_binding",-6.64385618977472
"16159",0.01,"no_binding",-6.64385618977472
"16160",0.01,"no_binding",-6.64385618977472
"16161",0.01,"no_binding",-6.64385618977472
"16162",0.01,"no_binding",-6.64385618977472
"16163",0.01,"no_binding",-6.64385618977472
"16164",0.01,"no_binding",-6.64385618977472
"16165",0.01,"no_binding",-6.64385618977472
"16166",0.01,"no_binding",-6.64385618977472
"16167",0.01,"no_binding",-6.64385618977472
"16168",0.01,"no_binding",-6.64385618977472
"16169",0.01,"no_binding",-6.64385618977472
"16170",0.01,"no_binding",-6.64385618977472
"16171",0.01,"no_binding",-6.64385618977472
"16172",0.01,"no_binding",-6.64385618977472
"16173",0.01,"no_binding",-6.64385618977472
"16174",0.01,"no_binding",-6.64385618977472
"16175",0.01,"no_binding",-6.64385618977472
"16176",0.01,"no_binding",-6.64385618977472
"16177",0.01,"no_binding",-6.64385618977472
"16178",0.01,"no_binding",-6.64385618977472
"16179",0.01,"no_binding",-6.64385618977472
"16180",0.01,"no_binding",-6.64385618977472
"16181",0.01,"no_binding",-6.64385618977472
"16182",0.01,"no_binding",-6.64385618977472
"16183",0.01,"no_binding",-6.64385618977472
"16184",0.01,"no_binding",-6.64385618977472
"16185",0.01,"no_binding",-6.64385618977472
"16186",0.01,"no_binding",-6.64385618977472
"16187",0.01,"no_binding",-6.64385618977472
"16188",0.01,"no_binding",-6.64385618977472
"16189",0.01,"no_binding",-6.64385618977472
"16190",0.01,"no_binding",-6.64385618977472
"16191",0.01,"no_binding",-6.64385618977472
"16192",0.01,"no_binding",-6.64385618977472
"16193",0.01,"no_binding",-6.64385618977472
"16194",0.01,"no_binding",-6.64385618977472
"16195",0.01,"no_binding",-6.64385618977472
"16196",0.01,"no_binding",-6.64385618977472
"16197",0.01,"no_binding",-6.64385618977472
"16198",0.01,"no_binding",-6.64385618977472
"16199",0.01,"no_binding",-6.64385618977472
"16200",0.01,"no_binding",-6.64385618977472
"16201",0.01,"no_binding",-6.64385618977472
"16202",0.01,"no_binding",-6.64385618977472
"16203",0.01,"no_binding",-6.64385618977472
"16204",0.01,"no_binding",-6.64385618977472
"16205",0.01,"no_binding",-6.64385618977472
"16206",0.01,"no_binding",-6.64385618977472
"16207",0.01,"no_binding",-6.64385618977472
"16208",0.01,"no_binding",-6.64385618977472
"16209",0.01,"no_binding",-6.64385618977472
"16210",0.01,"no_binding",-6.64385618977472
"16211",0.01,"no_binding",-6.64385618977472
"16212",0.01,"no_binding",-6.64385618977472
"16213",0.01,"no_binding",-6.64385618977472
"16214",0.01,"no_binding",-6.64385618977472
"16215",0.01,"no_binding",-6.64385618977472
"16216",0.01,"no_binding",-6.64385618977472
"16217",0.01,"no_binding",-6.64385618977472
"16218",0.01,"no_binding",-6.64385618977472
"16219",0.01,"no_binding",-6.64385618977472
"16220",0.01,"no_binding",-6.64385618977472
"16221",0.01,"no_binding",-6.64385618977472
"16222",0.01,"no_binding",-6.64385618977472
"16223",0.01,"no_binding",-6.64385618977472
"16224",0.01,"no_binding",-6.64385618977472
"16225",0.01,"no_binding",-6.64385618977472
"16226",0.01,"no_binding",-6.64385618977472
"16227",0.01,"no_binding",-6.64385618977472
"16228",0.01,"no_binding",-6.64385618977472
"16229",0.01,"no_binding",-6.64385618977472
"16230",0.01,"no_binding",-6.64385618977472
"16231",0.01,"no_binding",-6.64385618977472
"16232",0.01,"no_binding",-6.64385618977472
"16233",0.01,"no_binding",-6.64385618977472
"16234",0.01,"no_binding",-6.64385618977472
"16235",0.01,"no_binding",-6.64385618977472
"16236",0.01,"no_binding",-6.64385618977472
"16237",0.01,"no_binding",-6.64385618977472
"16238",0.01,"no_binding",-6.64385618977472
"16239",0.01,"no_binding",-6.64385618977472
"16240",0.01,"no_binding",-6.64385618977472
"16241",0.01,"no_binding",-6.64385618977472
"16242",0.01,"no_binding",-6.64385618977472
"16243",0.01,"no_binding",-6.64385618977472
"16244",0.01,"no_binding",-6.64385618977472
"16245",0.01,"no_binding",-6.64385618977472
"16246",0.01,"no_binding",-6.64385618977472
"16247",0.01,"no_binding",-6.64385618977472
"16248",0.01,"no_binding",-6.64385618977472
"16249",0.01,"no_binding",-6.64385618977472
"16250",0.01,"no_binding",-6.64385618977472
"16251",0.01,"no_binding",-6.64385618977472
"16252",0.01,"no_binding",-6.64385618977472
"16253",0.01,"no_binding",-6.64385618977472
"16254",0.01,"no_binding",-6.64385618977472
"16255",0.01,"no_binding",-6.64385618977472
"16256",0.01,"no_binding",-6.64385618977472
"16257",0.01,"no_binding",-6.64385618977472
"16258",0.01,"no_binding",-6.64385618977472
"16259",0.01,"no_binding",-6.64385618977472
"16260",0.01,"no_binding",-6.64385618977472
"16261",0.01,"no_binding",-6.64385618977472
"16262",0.01,"no_binding",-6.64385618977472
"16263",0.01,"no_binding",-6.64385618977472
"16264",0.01,"no_binding",-6.64385618977472
"16265",0.01,"no_binding",-6.64385618977472
"16266",0.01,"no_binding",-6.64385618977472
"16267",0.01,"no_binding",-6.64385618977472
"16268",0.01,"no_binding",-6.64385618977472
"16269",0.01,"no_binding",-6.64385618977472
"16270",0.01,"no_binding",-6.64385618977472
"16271",0.01,"no_binding",-6.64385618977472
"16272",0.01,"no_binding",-6.64385618977472
"16273",0.01,"no_binding",-6.64385618977472
"16274",0.01,"no_binding",-6.64385618977472
"16275",0.01,"no_binding",-6.64385618977472
"16276",0.01,"no_binding",-6.64385618977472
"16277",0.01,"no_binding",-6.64385618977472
"16278",0.01,"no_binding",-6.64385618977472
"16279",0.01,"no_binding",-6.64385618977472
"16280",0.01,"no_binding",-6.64385618977472
"16281",0.01,"no_binding",-6.64385618977472
"16282",0.01,"no_binding",-6.64385618977472
"16283",0.01,"no_binding",-6.64385618977472
"16284",0.01,"no_binding",-6.64385618977472
"16285",0.01,"no_binding",-6.64385618977472
"16286",0.01,"no_binding",-6.64385618977472
"16287",0.01,"no_binding",-6.64385618977472
"16288",0.01,"no_binding",-6.64385618977472
"16289",0.01,"no_binding",-6.64385618977472
"16290",0.01,"no_binding",-6.64385618977472
"16291",0.01,"no_binding",-6.64385618977472
"16292",0.01,"no_binding",-6.64385618977472
"16293",0.01,"no_binding",-6.64385618977472
"16294",0.01,"no_binding",-6.64385618977472
"16295",0.01,"no_binding",-6.64385618977472
"16296",0.01,"no_binding",-6.64385618977472
"16297",0.01,"no_binding",-6.64385618977472
"16298",0.01,"no_binding",-6.64385618977472
"16299",0.01,"no_binding",-6.64385618977472
"16300",0.01,"no_binding",-6.64385618977472
"16301",0.01,"no_binding",-6.64385618977472
"16302",0.01,"no_binding",-6.64385618977472
"16303",0.01,"no_binding",-6.64385618977472
"16304",0.01,"no_binding",-6.64385618977472
"16305",0.01,"no_binding",-6.64385618977472
"16306",0.01,"no_binding",-6.64385618977472
"16307",0.01,"no_binding",-6.64385618977472
"16308",0.01,"no_binding",-6.64385618977472
"16309",0.01,"no_binding",-6.64385618977472
"16310",0.01,"no_binding",-6.64385618977472
"16311",0.01,"no_binding",-6.64385618977472
"16312",0.01,"no_binding",-6.64385618977472
"16313",0.01,"no_binding",-6.64385618977472
"16314",0.01,"no_binding",-6.64385618977472
"16315",0.01,"no_binding",-6.64385618977472
"16316",0.01,"no_binding",-6.64385618977472
"16317",0.01,"no_binding",-6.64385618977472
"16318",0.01,"no_binding",-6.64385618977472
"16319",0.01,"no_binding",-6.64385618977472
"16320",0.01,"no_binding",-6.64385618977472
"16321",0.01,"no_binding",-6.64385618977472
"16322",0.01,"no_binding",-6.64385618977472
"16323",0.01,"no_binding",-6.64385618977472
"16324",0.01,"no_binding",-6.64385618977472
"16325",0.01,"no_binding",-6.64385618977472
"16326",0.01,"no_binding",-6.64385618977472
"16327",0.01,"no_binding",-6.64385618977472
"16328",0.01,"no_binding",-6.64385618977472
"16329",0.01,"no_binding",-6.64385618977472
"16330",0.01,"no_binding",-6.64385618977472
"16331",0.01,"no_binding",-6.64385618977472
"16332",0.01,"no_binding",-6.64385618977472
"16333",0.01,"no_binding",-6.64385618977472
"16334",0.01,"no_binding",-6.64385618977472
"16335",0.01,"no_binding",-6.64385618977472
"16336",0.01,"no_binding",-6.64385618977472
"16337",0.01,"no_binding",-6.64385618977472
"16338",0.01,"no_binding",-6.64385618977472
"16339",0.01,"no_binding",-6.64385618977472
"16340",0.01,"no_binding",-6.64385618977472
"16341",0.01,"no_binding",-6.64385618977472
"16342",0.01,"no_binding",-6.64385618977472
"16343",0.01,"no_binding",-6.64385618977472
"16344",0.01,"no_binding",-6.64385618977472
"16345",0.01,"no_binding",-6.64385618977472
"16346",0.01,"no_binding",-6.64385618977472
"16347",0.01,"no_binding",-6.64385618977472
"16348",0.01,"no_binding",-6.64385618977472
"16349",0.01,"no_binding",-6.64385618977472
"16350",0.01,"no_binding",-6.64385618977472
"16351",0.01,"no_binding",-6.64385618977472
"16352",0.01,"no_binding",-6.64385618977472
"16353",0.01,"no_binding",-6.64385618977472
"16354",0.01,"no_binding",-6.64385618977472
"16355",0.01,"no_binding",-6.64385618977472
"16356",0.01,"no_binding",-6.64385618977472
"16357",0.01,"no_binding",-6.64385618977472
"16358",0.01,"no_binding",-6.64385618977472
"16359",0.01,"no_binding",-6.64385618977472
"16360",0.01,"no_binding",-6.64385618977472
"16361",0.01,"no_binding",-6.64385618977472
"16362",0.01,"no_binding",-6.64385618977472
"16363",0.01,"no_binding",-6.64385618977472
"16364",0.01,"no_binding",-6.64385618977472
"16365",0.01,"no_binding",-6.64385618977472
"16366",0.01,"no_binding",-6.64385618977472
"16367",0.01,"no_binding",-6.64385618977472
"16368",0.01,"no_binding",-6.64385618977472
"16369",0.01,"no_binding",-6.64385618977472
"16370",0.01,"no_binding",-6.64385618977472
"16371",0.01,"no_binding",-6.64385618977472
"16372",0.01,"no_binding",-6.64385618977472
"16373",0.01,"no_binding",-6.64385618977472
"16374",0.01,"no_binding",-6.64385618977472
"16375",0.01,"no_binding",-6.64385618977472
"16376",0.01,"no_binding",-6.64385618977472
"16377",0.01,"no_binding",-6.64385618977472
"16378",0.01,"no_binding",-6.64385618977472
"16379",0.01,"no_binding",-6.64385618977472
"16380",0.01,"no_binding",-6.64385618977472
"16381",0.01,"no_binding",-6.64385618977472
"16382",0.01,"no_binding",-6.64385618977472
"16383",0.01,"no_binding",-6.64385618977472
"16384",0.01,"no_binding",-6.64385618977472
"16385",0.01,"no_binding",-6.64385618977472
"16386",0.01,"no_binding",-6.64385618977472
"16387",0.01,"no_binding",-6.64385618977472
"16388",0.01,"no_binding",-6.64385618977472
"16389",0.01,"no_binding",-6.64385618977472
"16390",0.01,"no_binding",-6.64385618977472
"16391",0.01,"no_binding",-6.64385618977472
"16392",0.01,"no_binding",-6.64385618977472
"16393",0.01,"no_binding",-6.64385618977472
"16394",0.01,"no_binding",-6.64385618977472
"16395",0.01,"no_binding",-6.64385618977472
"16396",0.01,"no_binding",-6.64385618977472
"16397",0.01,"no_binding",-6.64385618977472
"16398",0.01,"no_binding",-6.64385618977472
"16399",0.01,"no_binding",-6.64385618977472
"16400",0.01,"no_binding",-6.64385618977472
"16401",0.01,"no_binding",-6.64385618977472
"16402",0.01,"no_binding",-6.64385618977472
"16403",0.01,"no_binding",-6.64385618977472
"16404",0.01,"no_binding",-6.64385618977472
"16405",0.01,"no_binding",-6.64385618977472
"16406",0.01,"no_binding",-6.64385618977472
"16407",0.01,"no_binding",-6.64385618977472
"16408",0.01,"no_binding",-6.64385618977472
"16409",0.01,"no_binding",-6.64385618977472
"16410",0.01,"no_binding",-6.64385618977472
"16411",0.01,"no_binding",-6.64385618977472
"16412",0.01,"no_binding",-6.64385618977472
"16413",0.01,"no_binding",-6.64385618977472
"16414",0.01,"no_binding",-6.64385618977472
"16415",0.01,"no_binding",-6.64385618977472
"16416",0.01,"no_binding",-6.64385618977472
"16417",0.01,"no_binding",-6.64385618977472
"16418",0.01,"no_binding",-6.64385618977472
"16419",0.01,"no_binding",-6.64385618977472
"16420",0.01,"no_binding",-6.64385618977472
"16421",0.01,"no_binding",-6.64385618977472
"16422",0.01,"no_binding",-6.64385618977472
"16423",0.01,"no_binding",-6.64385618977472
"16424",0.01,"no_binding",-6.64385618977472
"16425",0.01,"no_binding",-6.64385618977472
"16426",0.01,"no_binding",-6.64385618977472
"16427",0.01,"no_binding",-6.64385618977472
"16428",0.01,"no_binding",-6.64385618977472
"16429",0.01,"no_binding",-6.64385618977472
"16430",0.01,"no_binding",-6.64385618977472
"16431",0.01,"no_binding",-6.64385618977472
"16432",0.01,"no_binding",-6.64385618977472
"16433",0.01,"no_binding",-6.64385618977472
